date,forecast,lower,upper
2025-04-01,86,77.4,94.60000000000001
2025-04-02,89,80.10000000000001,97.9
2025-04-03,98,88.2,107.80000000000001
2025-04-04,83,74.7,91.30000000000001
2025-04-05,85,76.5,93.50000000000001
2025-04-06,90,81.0,99.00000000000001
2025-04-07,84,75.60000000000001,92.4
